,Ship Mode,Segment,Category,Sub-Category,State,City,New Price,Quantity,Discount,New Discount Price,NEW PROFIT,New Profit per quantity
1530,Standard Class,Consumer,Furniture,Chairs,Illinois,Chicago,781.5360000000001,4,0.05,39.076800000000006,140.9232,35.2308
1531,Standard Class,Consumer,Furniture,Chairs,California,San Francisco,631.152,3,0.05,31.557600000000004,148.44240000000005,49.480800000000016
1532,Standard Class,Consumer,Furniture,Chairs,California,Modesto,369.8424,2,0.05,18.49212,161.50788,80.75394
1533,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,187.9218,3,0.05,9.39609,170.60391,56.86797000000001
1534,Standard Class,Consumer,Office Supplies,Storage,Texas,Houston,1396.518,3,0.05,69.8259,530.1741000000001,176.7247
1535,Standard Class,Consumer,Furniture,Furnishings,Illinois,Chicago,288.808,5,0.05,14.4404,165.5596,33.11192
1536,Standard Class,Corporate,Furniture,Furnishings,Texas,Dallas,323.7405,3,0.05,16.187025000000002,163.812975,54.604324999999996
1537,Standard Class,Corporate,Furniture,Tables,Florida,Lakeland,1417.88,7,0.05,70.894,529.1060000000001,75.58657142857145
1538,Standard Class,Consumer,Technology,Phones,California,San Diego,371.9616,4,0.05,18.59808,161.40192,40.35048
1539,Standard Class,Consumer,Furniture,Tables,Maryland,Baltimore,443.30920000000003,2,0.05,22.165460000000003,157.83454,78.91727
1540,Standard Class,Consumer,Furniture,Bookcases,California,San Diego,722.6460000000001,3,0.05,36.13230000000001,143.86769999999999,47.95589999999999
1541,Standard Class,Corporate,Furniture,Tables,California,San Francisco,1075.4953,7,0.05,53.774765,126.225235,18.03217642857143
1542,Standard Class,Home Office,Furniture,Chairs,Washington,Seattle,702.6228000000001,2,0.05,35.13114000000001,144.86885999999998,72.43442999999999
1543,Standard Class,Consumer,Furniture,Tables,Oregon,Springfield,1066.2,4,0.05,53.31,546.69,136.6725
1544,Standard Class,Consumer,Furniture,Tables,Pennsylvania,Philadelphia,2332.9071999999996,8,0.05,116.64535999999998,483.3546399999998,60.419329999999974
1545,Standard Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,315.0135,5,0.05,15.750675000000001,164.24932500000003,32.84986500000001
1546,Standard Class,Corporate,Furniture,Furnishings,Illinois,Chicago,212.7816,3,0.05,10.63908,169.36092,56.45364
1547,Standard Class,Corporate,Furniture,Furnishings,Illinois,Chicago,182.8853,1,0.05,9.144265,170.855735,170.855735
1548,Second Class,Consumer,Furniture,Chairs,Illinois,Chicago,362.22,4,0.05,18.111,161.88900000000004,40.47225000000001
1549,First Class,Consumer,Office Supplies,Binders,North Carolina,Durham,190.2816,7,0.05,9.51408,170.48592,24.35513142857143
1550,Standard Class,Consumer,Technology,Accessories,Tennessee,Knoxville,270.6876,4,0.05,13.534379999999999,166.46561999999997,41.61640499999999
1551,Standard Class,Consumer,Office Supplies,Binders,Illinois,Chicago,208.6825,5,0.05,10.434125000000002,169.565875,33.913175
1552,Standard Class,Consumer,Office Supplies,Storage,Illinois,Chicago,270.98,1,0.05,13.549000000000001,166.45100000000002,166.45100000000002
1553,Standard Class,Consumer,Furniture,Tables,Florida,Daytona Beach,448.12170000000003,1,0.05,22.406085000000004,157.59391499999998,157.59391499999998
1554,Standard Class,Consumer,Office Supplies,Binders,Tennessee,Nashville,3282.94,6,0.05,164.14700000000002,835.853,139.30883333333333
1555,Standard Class,Consumer,Office Supplies,Storage,Tennessee,Nashville,533.2416000000001,4,0.05,26.662080000000003,153.33792000000005,38.33448000000001
1556,Standard Class,Consumer,Furniture,Furnishings,Texas,Dallas,242.244,5,0.05,12.112200000000001,167.8878,33.57756
1557,Standard Class,Corporate,Office Supplies,Binders,Tennessee,Murfreesboro,190.9824,4,0.05,9.54912,170.45088,42.61272
1558,Standard Class,Corporate,Office Supplies,Binders,Tennessee,Murfreesboro,184.2796,1,0.05,9.21398,170.78602,170.78602
1559,Standard Class,Corporate,Office Supplies,Binders,Tennessee,Murfreesboro,185.5488,2,0.05,9.27744,170.72256,85.36128
1560,Standard Class,Consumer,Furniture,Furnishings,Texas,Dallas,230.8416,3,0.05,11.54208,168.45792,56.15264
1561,Standard Class,Consumer,Office Supplies,Binders,Texas,Dallas,184.8276,3,0.05,9.24138,170.75862,56.919540000000005
1562,Standard Class,Consumer,Office Supplies,Fasteners,Texas,Dallas,198.84,4,0.05,9.942,170.058,42.5145
1563,Standard Class,Consumer,Office Supplies,Storage,Texas,Arlington,195.1488,2,0.05,9.75744,170.24256,85.12128
1564,Standard Class,Consumer,Furniture,Tables,Florida,Jacksonville,1991.4088,4,0.05,99.57044,500.42956,125.10739
1565,Standard Class,Consumer,Furniture,Chairs,Florida,Jacksonville,2983.92,5,0.05,149.196,30.804000000000002,6.1608
1566,Same Day,Consumer,Office Supplies,Storage,Florida,Jacksonville,185.5428,2,0.05,9.277140000000001,170.72286,85.36143
1567,Same Day,Home Office,Office Supplies,Appliances,Illinois,Aurora,862.589,5,0.05,43.129450000000006,556.87055,111.37411
1568,Second Class,Home Office,Technology,Phones,Pennsylvania,Philadelphia,1467.986,2,0.05,73.39930000000001,526.6007,263.30035
1569,Second Class,Consumer,Office Supplies,Binders,Illinois,Chicago,208.03,2,0.05,10.4015,169.5985,84.79925
1570,Second Class,Consumer,Furniture,Furnishings,Illinois,Chicago,186.5968,2,0.05,9.32984,170.67016,85.33508
1571,Second Class,Consumer,Office Supplies,Appliances,Illinois,Chicago,1251.528,5,0.05,62.57640000000001,537.4236,107.48472
1572,Standard Class,Consumer,Office Supplies,Binders,North Carolina,Jacksonville,203.1292,4,0.05,10.156460000000001,169.84354,42.460885
1573,Standard Class,Consumer,Furniture,Tables,Illinois,Aurora,296.55,1,0.05,14.8275,165.1725,165.1725
1574,Standard Class,Home Office,Office Supplies,Binders,Florida,Tampa,186.5208,3,0.05,9.32604,170.67396,56.89132
1575,Standard Class,Home Office,Office Supplies,Binders,Florida,Tampa,241.586,2,0.05,12.079300000000002,167.9207,83.96035
1576,Second Class,Home Office,Furniture,Furnishings,Illinois,Saint Charles,265.3974,3,0.05,13.269870000000001,166.73013,55.57671
1577,Standard Class,Home Office,Office Supplies,Supplies,Florida,Miami,186.593,2,0.05,9.329649999999999,170.67035,85.335175
1578,Standard Class,Consumer,Office Supplies,Binders,Ohio,Troy,197.90879999999999,3,0.05,9.89544,170.10456,56.701519999999995
1579,Standard Class,Consumer,Furniture,Tables,Texas,Houston,599.5386000000001,3,0.05,29.976930000000007,150.02307000000005,50.00769000000002
1580,Standard Class,Home Office,Furniture,Chairs,Texas,League City,706.9968,3,0.05,35.34984,144.65016,48.21672
1581,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,220.6224,2,0.05,11.031120000000001,168.96888,84.48444
1582,Second Class,Corporate,Office Supplies,Binders,Illinois,Aurora,187.4464,4,0.05,9.37232,170.62768,42.65692
1583,Second Class,Corporate,Office Supplies,Binders,Illinois,Aurora,859.028,7,0.05,42.95140000000001,557.0486,79.57837142857143
1584,Standard Class,Corporate,Furniture,Chairs,California,Hesperia,654.9156,6,0.05,32.74578,147.25422000000006,24.54237000000001
1585,Standard Class,Consumer,Furniture,Chairs,Tennessee,Knoxville,409.2948,3,0.05,20.464740000000003,159.53526000000002,53.17842000000001
1586,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,223.98000000000002,4,0.05,11.199000000000002,168.801,42.20025
1587,Standard Class,Corporate,Furniture,Tables,Pennsylvania,Philadelphia,1085.511,5,0.05,54.27555,545.72445,109.14489
1588,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,289.14,5,0.05,14.457,165.543,33.1086
1589,Second Class,Consumer,Office Supplies,Appliances,Texas,El Paso,199.012,2,0.05,9.950600000000001,170.0494,85.0247
1590,Second Class,Consumer,Furniture,Tables,Texas,El Paso,1683.067,5,0.05,84.15335,515.84665,103.16932999999999
1591,First Class,Consumer,Office Supplies,Binders,Texas,Fort Worth,193.4568,1,0.05,9.67284,170.32716,170.32716
1592,Standard Class,Corporate,Office Supplies,Storage,Texas,Houston,259.3604,1,0.05,12.968020000000003,167.03198000000003,167.03198000000003
1593,Second Class,Consumer,Technology,Phones,California,San Francisco,284.9202,2,0.05,14.246010000000002,165.75399000000002,82.87699500000001
1594,Standard Class,Corporate,Furniture,Chairs,Texas,Houston,421.5,4,0.05,21.075000000000003,158.925,39.73125
1595,Second Class,Consumer,Furniture,Tables,Massachusetts,Franklin,593.0673,3,0.05,29.653365000000004,150.346635,50.115545
1596,First Class,Home Office,Office Supplies,Binders,Texas,Houston,199.2,5,0.05,9.96,170.04,34.007999999999996
1597,Second Class,Home Office,Furniture,Chairs,Ohio,Springfield,370.8856,2,0.05,18.54428,161.45571999999999,80.72785999999999
1598,Same Day,Corporate,Furniture,Tables,North Carolina,Burlington,1429.5316,4,0.05,71.47658,528.52342,132.130855
1599,Standard Class,Consumer,Furniture,Tables,Texas,Dallas,1706.7552,4,0.05,85.33776,514.66224,128.66556
1600,Standard Class,Corporate,Technology,Accessories,Texas,Arlington,351.81,3,0.05,17.590500000000002,162.4095,54.136500000000005
1601,First Class,Corporate,Office Supplies,Binders,Ohio,Cincinnati,210.72,8,0.05,10.536000000000001,169.464,21.183
1602,Standard Class,Corporate,Technology,Accessories,Arizona,Tempe,253.2636,6,0.05,12.66318,167.33682,27.88947
1603,Second Class,Consumer,Furniture,Furnishings,Pennsylvania,Reading,514.312,5,0.05,25.715600000000002,154.2844,30.85688
1604,Second Class,Corporate,Office Supplies,Fasteners,Texas,Corpus Christi,187.40879999999999,4,0.05,9.37044,170.62956,42.65739
1605,Second Class,Corporate,Furniture,Furnishings,Texas,Corpus Christi,196.683,5,0.05,9.834150000000001,170.16585,34.03317
1606,Second Class,Corporate,Office Supplies,Binders,Texas,Corpus Christi,202.2352,2,0.05,10.11176,169.88824,84.94412
1607,Standard Class,Home Office,Technology,Phones,Pennsylvania,Philadelphia,683.9300000000001,2,0.05,34.19650000000001,145.80350000000004,72.90175000000002
1608,Standard Class,Home Office,Office Supplies,Binders,Pennsylvania,Philadelphia,183.5412,1,0.05,9.17706,170.82294,170.82294
1609,Standard Class,Home Office,Technology,Phones,Pennsylvania,Philadelphia,260.7483,3,0.05,13.037415,166.96258499999996,55.65419499999999
1610,First Class,Corporate,Furniture,Tables,Rhode Island,Cranston,434.5008,4,0.05,21.725040000000003,158.27496,39.56874
1611,First Class,Corporate,Furniture,Tables,Rhode Island,Cranston,1365.4751999999999,3,0.05,68.27376,531.7262399999998,177.24207999999996
1612,Standard Class,Corporate,Furniture,Chairs,Texas,Houston,617.8444,4,0.05,30.89222,149.10778,37.276945
1613,Standard Class,Corporate,Furniture,Furnishings,Texas,Houston,375.017,5,0.05,18.75085,161.24915,32.249829999999996
1614,Second Class,Corporate,Furniture,Chairs,Illinois,Chicago,315.8763,3,0.05,15.793815000000002,164.206185,54.735395000000004
1615,Second Class,Corporate,Office Supplies,Binders,Illinois,Chicago,189.801,3,0.05,9.49005,170.50995,56.83665
1616,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,245.484,3,0.05,12.2742,167.7258,55.9086
1617,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,212.1984,3,0.05,10.60992,169.39008,56.46336
1618,Standard Class,Consumer,Technology,Accessories,Colorado,Louisville,229.606,4,0.05,11.4803,168.5197,42.129925
1619,Standard Class,Home Office,Furniture,Bookcases,Tennessee,Clarksville,581.6536,4,0.05,29.08268,150.91732,37.72933
1620,Standard Class,Home Office,Furniture,Furnishings,Tennessee,Clarksville,269.64480000000003,3,0.05,13.482240000000003,166.51776000000004,55.50592000000001
1621,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,York,246.9496,4,0.05,12.347480000000001,167.65252,41.91313
1622,Standard Class,Consumer,Office Supplies,Binders,Texas,Lubbock,196.416,1,0.05,9.8208,170.1792,170.1792
1623,Standard Class,Corporate,Technology,Accessories,Colorado,Longmont,351.81,3,0.05,17.590500000000002,162.4095,54.136500000000005
1624,Second Class,Corporate,Furniture,Chairs,California,Los Angeles,385.5366,3,0.05,19.276830000000004,160.72316999999998,53.574389999999994
1625,Standard Class,Consumer,Furniture,Chairs,Texas,Amarillo,1076.7672,4,0.05,53.83836,546.16164,136.54041
1626,Standard Class,Home Office,Office Supplies,Binders,Texas,Dallas,203.0256,9,0.05,10.15128,169.84872000000001,18.87208
1627,Standard Class,Corporate,Furniture,Furnishings,Texas,Houston,331.2572,2,0.05,16.56286,163.43714,81.71857
1628,Second Class,Consumer,Furniture,Furnishings,Texas,Frisco,227.7792,6,0.05,11.38896,168.61104,28.10184
1629,Same Day,Consumer,Technology,Phones,Ohio,Columbus,231.772,2,0.05,11.5886,168.41140000000001,84.20570000000001
1630,Same Day,Consumer,Office Supplies,Binders,Ohio,Columbus,188.655,3,0.05,9.43275,170.56725,56.85575
1631,Standard Class,Home Office,Furniture,Chairs,California,Los Angeles,457.6376,2,0.05,22.881880000000002,157.11812,78.55906
1632,Standard Class,Home Office,Office Supplies,Binders,Pennsylvania,Philadelphia,210.52,4,0.05,10.526000000000002,169.474,42.3685
1633,First Class,Corporate,Furniture,Chairs,Pennsylvania,Philadelphia,602.625,7,0.05,30.13125,149.86875,21.40982142857143
1634,Same Day,Consumer,Office Supplies,Storage,Florida,Plantation,364.2498,9,0.05,18.21249,161.78751,17.97639
1635,Second Class,Corporate,Furniture,Furnishings,Texas,Houston,183.0846,2,0.05,9.15423,170.84577,85.422885
1636,Standard Class,Home Office,Office Supplies,Binders,Florida,Sanford,188.3928,3,0.05,9.41964,170.58036,56.86012
1637,Standard Class,Home Office,Furniture,Furnishings,Florida,Sanford,408.98040000000003,6,0.05,20.449020000000004,159.55098000000004,26.591830000000005
1638,Standard Class,Consumer,Technology,Machines,Texas,Houston,1798.6200000000001,5,0.05,89.93100000000001,510.06899999999996,102.01379999999999
1639,Second Class,Corporate,Furniture,Furnishings,Texas,San Marcos,196.2729,3,0.05,9.813645000000001,170.186355,56.728784999999995
1640,Second Class,Corporate,Technology,Accessories,Texas,San Marcos,204.4212,2,0.05,10.221060000000001,169.77894,84.88947
1641,Second Class,Corporate,Office Supplies,Storage,Texas,San Marcos,260.352,5,0.05,13.0176,166.9824,33.396480000000004
1642,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,199.2192,7,0.05,9.96096,170.03904,24.29129142857143
1643,Standard Class,Corporate,Office Supplies,Storage,Pennsylvania,Philadelphia,242.3616,2,0.05,12.11808,167.88192,83.94096
1644,Standard Class,Corporate,Technology,Accessories,Texas,San Antonio,215.344,2,0.05,10.7672,169.2328,84.6164
1645,Standard Class,Corporate,Technology,Accessories,Texas,San Antonio,351.81,3,0.05,17.590500000000002,162.4095,54.136500000000005
1646,Standard Class,Consumer,Furniture,Bookcases,New York,New York City,577.7640000000001,2,0.05,28.88820000000001,151.11180000000004,75.55590000000002
1647,Standard Class,Corporate,Furniture,Tables,California,Los Angeles,594.6596999999999,7,0.05,29.732985,150.26701499999996,21.466716428571424
1648,Second Class,Consumer,Furniture,Furnishings,Texas,Dallas,230.424,5,0.05,11.5212,168.4788,33.69576
1649,Standard Class,Consumer,Office Supplies,Binders,Florida,Miami,322.024,6,0.05,16.101200000000002,83.8988,13.983133333333333
1650,Standard Class,Consumer,Technology,Accessories,Florida,Miami,293.3595,5,0.05,14.667975000000002,165.33202500000002,33.066405
1651,Standard Class,Corporate,Furniture,Tables,New York,New York City,1201.47,2,0.05,60.0735,539.9265,269.96325
1652,First Class,Consumer,Furniture,Bookcases,Pennsylvania,Bethlehem,435.528,5,0.05,21.776400000000002,158.22360000000003,31.644720000000007
1653,First Class,Consumer,Office Supplies,Binders,Pennsylvania,Bethlehem,3282.94,6,0.05,164.14700000000002,835.853,139.30883333333333
1654,Standard Class,Consumer,Furniture,Bookcases,Pennsylvania,Philadelphia,400.0464,2,0.05,20.00232,159.99768,79.99884
1655,Standard Class,Corporate,Office Supplies,Binders,Texas,Dallas,2902.45,5,0.05,145.1225,854.8774999999998,170.97549999999995
1656,Same Day,Consumer,Office Supplies,Binders,Arizona,Peoria,293.1,6,0.05,14.655000000000001,165.34500000000003,27.557500000000005
1657,Standard Class,Corporate,Office Supplies,Binders,North Carolina,Jacksonville,249.1236,7,0.05,12.456180000000002,167.54382,23.93483142857143
1658,Standard Class,Consumer,Office Supplies,Binders,North Carolina,Charlotte,227.4864,3,0.05,11.37432,168.62568,56.20856
1659,Standard Class,Corporate,Office Supplies,Binders,Illinois,Chicago,182.1736,1,0.05,9.10868,170.89132,170.89132
1660,Standard Class,Consumer,Furniture,Bookcases,Florida,Fort Lauderdale,985.361,5,0.05,49.26805,130.73194999999998,26.146389999999997
1661,Standard Class,Consumer,Furniture,Furnishings,Texas,Houston,217.8948,4,0.05,10.89474,169.10526,42.276315
1662,Second Class,Consumer,Furniture,Furnishings,Ohio,Cleveland,380.5872,3,0.05,19.02936,160.97064,53.65688
1663,Second Class,Consumer,Office Supplies,Storage,Ohio,Cleveland,323.269,2,0.05,16.16345,163.83655,81.918275
1664,Standard Class,Consumer,Furniture,Chairs,Illinois,Decatur,789.1374,3,0.05,39.45687,140.54313,46.84771
1665,Standard Class,Consumer,Office Supplies,Storage,Illinois,Decatur,238.5342,3,0.05,11.92671,168.07329,56.024429999999995
1666,Standard Class,Consumer,Furniture,Furnishings,Illinois,Decatur,191.3457,1,0.05,9.567285,170.432715,170.432715
1667,First Class,Consumer,Furniture,Tables,Texas,Mansfield,778.7115,5,0.05,38.935575,141.064425,28.212885
1668,Second Class,Home Office,Office Supplies,Binders,Texas,Houston,201.9504,8,0.05,10.097520000000001,169.90248,21.23781
1669,Standard Class,Corporate,Technology,Phones,Ohio,Akron,496.20679999999993,2,0.05,24.810339999999997,155.18966,77.59483
1670,Standard Class,Corporate,Technology,Phones,Ohio,Akron,476.62559999999996,2,0.05,23.83128,156.16872,78.08436
1671,Standard Class,Corporate,Furniture,Tables,Tennessee,Nashville,329.18399999999997,2,0.05,16.4592,163.54079999999996,81.77039999999998
1672,Standard Class,Home Office,Office Supplies,Fasteners,Nevada,Reno,184.71,1,0.05,9.2355,170.7645,170.7645
1673,First Class,Corporate,Technology,Phones,California,Los Angeles,277.9608,4,0.05,13.898040000000002,166.10196,41.52549
1674,Standard Class,Consumer,Furniture,Tables,California,San Diego,829.8402,3,0.05,41.49201,138.50799,46.16933
1675,Standard Class,Consumer,Furniture,Bookcases,California,San Francisco,569.1048000000001,3,0.05,28.455240000000003,151.54476000000005,50.51492000000002
1676,Second Class,Corporate,Office Supplies,Binders,Ohio,Elyria,183.2224,1,0.05,9.16112,170.83888,170.83888
1677,Second Class,Home Office,Office Supplies,Appliances,Texas,Houston,825.344,4,0.05,41.2672,558.7328,139.6832
1678,Second Class,Home Office,Furniture,Furnishings,Texas,Houston,191.5236,2,0.05,9.576179999999999,170.42382,85.21191
1679,Second Class,Home Office,Furniture,Chairs,Texas,Houston,1098.6032,2,0.05,54.93016,545.06984,272.53492
1680,Second Class,Home Office,Office Supplies,Binders,Texas,Houston,184.191,2,0.05,9.20955,170.79045,85.395225
1681,Standard Class,Corporate,Technology,Accessories,Tennessee,Murfreesboro,265.4742,7,0.05,13.273710000000001,166.72629,23.81804142857143
1682,Standard Class,Corporate,Office Supplies,Binders,Tennessee,Chattanooga,194.04,5,0.05,9.702,170.298,34.0596
1683,First Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,284.985,2,0.05,14.249250000000002,165.75075,82.875375
1684,First Class,Consumer,Technology,Accessories,Oregon,Hillsboro,237.68099999999998,3,0.05,11.88405,168.11595,56.03865
1685,First Class,Consumer,Office Supplies,Binders,Ohio,Toledo,188.424,3,0.05,9.4212,170.5788,56.8596
1686,First Class,Consumer,Office Supplies,Binders,Ohio,Toledo,191.473,2,0.05,9.57365,170.42635,85.213175
1687,Standard Class,Corporate,Office Supplies,Binders,Texas,Fort Worth,184.24,2,0.05,9.212000000000002,170.788,85.394
1688,Standard Class,Corporate,Office Supplies,Appliances,Texas,Fort Worth,272.20500000000004,3,0.05,13.610250000000002,166.38975000000002,55.46325000000001
1689,Standard Class,Corporate,Office Supplies,Binders,Texas,Fort Worth,201.147,5,0.05,10.05735,169.94265000000001,33.988530000000004
1690,First Class,Corporate,Furniture,Chairs,Texas,Huntsville,708.43,5,0.05,35.4215,144.5785,28.915699999999998
1691,First Class,Corporate,Furniture,Bookcases,Texas,Houston,1444.116,6,0.05,72.2058,107.7942,17.965700000000002
1692,Standard Class,Consumer,Furniture,Bookcases,North Carolina,Monroe,261.6144,2,0.05,13.08072,166.91928000000001,83.45964000000001
1693,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,241.017,3,0.05,12.05085,167.94915,55.98305
1694,Standard Class,Consumer,Office Supplies,Binders,Florida,Orlando,187.0824,2,0.05,9.35412,170.64588,85.32294
1695,Standard Class,Consumer,Office Supplies,Binders,Ohio,Columbus,193.266,3,0.05,9.6633,170.3367,56.7789
1696,First Class,Corporate,Office Supplies,Binders,North Carolina,Raleigh,185.2056,2,0.05,9.26028,170.73972,85.36986
1697,First Class,Consumer,Technology,Accessories,Pennsylvania,Philadelphia,805.7007,3,0.05,40.285035,139.714965,46.571655
1698,Standard Class,Corporate,Technology,Phones,California,Sacramento,219.98000000000002,2,0.05,10.999000000000002,169.001,84.5005
1699,First Class,Consumer,Furniture,Bookcases,Illinois,Chicago,743.92,5,0.05,37.196,142.804,28.5608
1700,Same Day,Consumer,Technology,Machines,Ohio,Columbus,353.3898,2,0.05,17.66949,162.33051,81.165255
1701,Same Day,Consumer,Office Supplies,Binders,Ohio,Columbus,211.6576,2,0.05,10.582880000000001,169.41712,84.70856
1702,Second Class,Consumer,Office Supplies,Binders,Texas,Houston,234.975,5,0.05,11.748750000000001,168.25125,33.65025
1703,Standard Class,Consumer,Office Supplies,Supplies,Texas,Irving,400.134,2,0.05,20.006700000000002,159.99330000000003,79.99665000000002
1704,Standard Class,Consumer,Office Supplies,Appliances,Texas,Irving,812.1264,1,0.05,40.606320000000004,559.39368,559.39368
1705,Second Class,Home Office,Technology,Accessories,Illinois,Aurora,230.7465,7,0.05,11.537325000000001,168.462675,24.066096428571427
1706,Standard Class,Corporate,Office Supplies,Binders,Ohio,Columbus,191.0976,4,0.05,9.55488,170.44512,42.61128
1707,Standard Class,Corporate,Office Supplies,Binders,Ohio,Columbus,185.1516,3,0.05,9.25758,170.74242,56.91414
1708,Standard Class,Corporate,Office Supplies,Binders,Ohio,Columbus,217.5408,8,0.05,10.877040000000001,169.12296,21.14037
1709,Second Class,Corporate,Office Supplies,Storage,California,Los Angeles,456.28,2,0.05,22.814,157.186,78.593
1710,Standard Class,Consumer,Furniture,Furnishings,Illinois,Decatur,224.8896,3,0.05,11.244480000000001,168.75552,56.251839999999994
1711,Standard Class,Consumer,Furniture,Chairs,Illinois,Decatur,409.2948,3,0.05,20.464740000000003,159.53526,53.178419999999996
1712,Standard Class,Consumer,Technology,Phones,Tennessee,Chattanooga,356.3118,9,0.05,17.81559,162.18441,18.020490000000002
1713,Standard Class,Consumer,Office Supplies,Binders,Tennessee,Chattanooga,186.534,2,0.05,9.3267,170.6733,85.33665
1714,Standard Class,Corporate,Office Supplies,Binders,Texas,Austin,213.6192,4,0.05,10.68096,169.31904,42.32976
1715,Standard Class,Corporate,Office Supplies,Appliances,Texas,Austin,780.5008,4,0.05,39.025040000000004,560.97496,140.24374
1716,Standard Class,Corporate,Office Supplies,Binders,Texas,Austin,226.32,6,0.05,11.316,168.684,28.114
1717,Standard Class,Consumer,Office Supplies,Binders,North Carolina,Hickory,188.382,4,0.05,9.4191,170.58089999999999,42.645224999999996
1718,Standard Class,Consumer,Office Supplies,Binders,Illinois,Rockford,184.4064,3,0.05,9.22032,170.77968,56.92656
1719,Standard Class,Consumer,Furniture,Tables,Illinois,Rockford,2164.5460000000003,3,0.05,108.22730000000001,891.7727000000002,297.2575666666667
1720,Standard Class,Consumer,Furniture,Tables,Texas,Huntsville,1323.2620000000002,4,0.05,66.16310000000001,533.8369000000001,133.45922500000003
1721,Standard Class,Consumer,Furniture,Tables,Texas,Huntsville,436.666,2,0.05,21.8333,158.1667,79.08335
1722,Second Class,Consumer,Office Supplies,Supplies,Florida,North Miami,189.4446,3,0.05,9.472230000000001,170.52777,56.84259
1723,First Class,Consumer,Office Supplies,Binders,Oregon,Portland,187.623,7,0.05,9.38115,170.61885,24.37412142857143
1724,First Class,Consumer,Technology,Machines,Oregon,Portland,1031.9784,3,0.05,51.59892,548.40108,182.80035999999998
1725,Standard Class,Consumer,Furniture,Chairs,Illinois,Aurora,467.2296,3,0.05,23.36148,156.63852,52.21284
1726,Standard Class,Consumer,Furniture,Tables,Tennessee,Jackson,1784.2776,6,0.05,89.21388,510.78612,85.13101999999999
1727,Second Class,Consumer,Furniture,Bookcases,Florida,Jacksonville,343.2288,4,0.05,17.16144,162.83855999999997,40.70963999999999
1728,First Class,Consumer,Technology,Machines,Florida,Hialeah,307.2,2,0.05,15.36,164.64,82.32
1729,Standard Class,Consumer,Office Supplies,Appliances,Texas,Houston,847.616,5,0.05,42.3808,557.6192,111.52383999999999
1730,Standard Class,Consumer,Furniture,Chairs,Texas,Houston,1058.328,5,0.05,52.9164,127.08359999999999,25.416719999999998
1731,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,183.1824,2,0.05,9.15912,170.84088,85.42044
1732,Standard Class,Home Office,Furniture,Chairs,Pennsylvania,Philadelphia,663.588,7,0.05,33.1794,146.8206,20.97437142857143
1733,First Class,Consumer,Office Supplies,Storage,Tennessee,Memphis,227.9318,1,0.05,11.396590000000002,168.60341,168.60341
1734,Standard Class,Corporate,Technology,Phones,Ohio,Lakewood,356.38599999999997,2,0.05,17.8193,162.18069999999997,81.09034999999999
1735,First Class,Consumer,Technology,Accessories,Pennsylvania,Philadelphia,228.6834,1,0.05,11.434170000000002,168.56583,168.56583
1736,First Class,Corporate,Furniture,Tables,Texas,Dallas,338.8185,1,0.05,16.940925,163.05907499999998,163.05907499999998
1737,First Class,Corporate,Office Supplies,Binders,Texas,Dallas,195.26,2,0.05,9.763,170.237,85.1185
1738,Second Class,Consumer,Office Supplies,Binders,Texas,Dallas,184.558,1,0.05,9.2279,170.7721,170.7721
1739,Second Class,Consumer,Office Supplies,Binders,Illinois,Romeoville,203.7228,2,0.05,10.186140000000002,169.81386,84.90693
1740,Standard Class,Consumer,Office Supplies,Appliances,Illinois,Chicago,188.6358,3,0.05,9.43179,170.56821,56.856069999999995
1741,Standard Class,Consumer,Office Supplies,Binders,Illinois,Chicago,184.4928,4,0.05,9.224639999999999,170.77536,42.69384
1742,Standard Class,Consumer,Furniture,Furnishings,Illinois,Chicago,953.864,5,0.05,47.693200000000004,552.3068,110.46135999999998
1743,Standard Class,Consumer,Furniture,Tables,Illinois,Chicago,425.2464,2,0.05,21.262320000000003,158.73768,79.36884
1744,Standard Class,Consumer,Office Supplies,Binders,North Carolina,Jacksonville,349.547,5,0.05,17.47735,162.52265000000003,32.50453
1745,Standard Class,Corporate,Furniture,Tables,Tennessee,Columbia,3844.1413,7,0.05,192.207065,807.7929349999999,115.3989907142857
1746,Standard Class,Home Office,Furniture,Chairs,Pennsylvania,Philadelphia,1182.8609999999999,5,0.05,59.143049999999995,540.8569499999999,108.17138999999997
1747,Same Day,Consumer,Office Supplies,Binders,Arizona,Phoenix,194.2584,3,0.05,9.71292,170.28708,56.76236
1748,Standard Class,Corporate,Office Supplies,Binders,Ohio,Toledo,883.764,13,0.05,44.1882,555.8118,42.75475384615384
1749,Standard Class,Consumer,Office Supplies,Binders,Illinois,Quincy,187.48,4,0.05,9.374,170.626,42.6565
