Category,City,Country,Discount,Number of Records,Postal Code,Profit,Quantity,Sales,Segment,Ship Mode,State,Sub-Category
Technology,Philadelphia,United States,0.2,1,19134,-5.4558,3,31.176,Corporate,Standard Class,Pennsylvania,Accessories
Office Supplies,Philadelphia,United States,0.7,1,19134,-1.9068,2,2.724,Corporate,Standard Class,Pennsylvania,Binders
Furniture,Philadelphia,United States,0.2,1,19134,0,3,254.352,Corporate,Standard Class,Pennsylvania,Furnishings
Office Supplies,Philadelphia,United States,0.7,1,19134,-2.7588,3,3.762,Corporate,Standard Class,Pennsylvania,Binders
Office Supplies,Boca Raton,United States,0.7,1,33433,-26.624,4,39.936,Consumer,First Class,Florida,Binders
Office Supplies,Aurora,United States,0.7,1,80013,-3.4272,3,4.896,Consumer,Second Class,Colorado,Binders
Furniture,Aurora,United States,0.7,1,80013,-247.7988,6,145.764,Consumer,Second Class,Colorado,Bookcases
Office Supplies,Aurora,United States,0.7,1,80013,-7.3692,6,9.612,Consumer,Second Class,Colorado,Binders
Office Supplies,Dallas,United States,0.8,1,75217,-12.9792,3,4.992,Corporate,Standard Class,Texas,Appliances
Furniture,Dallas,United States,0.3,1,75217,-93.99,5,657.93,Corporate,Standard Class,Texas,Chairs
Office Supplies,Dallas,United States,0.8,1,75217,-1.827,1,1.044,Corporate,Standard Class,Texas,Binders
Technology,San Antonio,United States,0.2,1,78207,-9.282,6,106.08,Consumer,Standard Class,Texas,Accessories
Furniture,Amarillo,United States,0.6,1,79109,-10.9611,3,23.076,Consumer,Standard Class,Texas,Furnishings
Office Supplies,Houston,United States,0.8,1,77041,-1.476,2,0.984,Consumer,First Class,Texas,Binders
Furniture,Houston,United States,0.6,1,77041,-20.7306,9,75.384,Consumer,First Class,Texas,Furnishings
Office Supplies,Cuyahoga Falls,United States,0.7,1,44221,-1.476,3,2.214,Consumer,Second Class,Ohio,Binders
Office Supplies,Philadelphia,United States,0.7,1,19140,-4.577,5,5.97,Corporate,Standard Class,Pennsylvania,Binders
Office Supplies,Philadelphia,United States,0.7,1,19134,-1.8585,1,2.655,Corporate,Standard Class,Pennsylvania,Binders
Office Supplies,Huntsville,United States,0.2,1,77340,-107.958,5,454.56,Consumer,Standard Class,Texas,Storage
Furniture,Huntsville,United States,0.6,1,77340,-187.3815,5,141.42,Consumer,Standard Class,Texas,Furnishings
Furniture,Huntsville,United States,0.3,1,77340,-26.6352,4,310.744,Consumer,Standard Class,Texas,Chairs
Office Supplies,Huntsville,United States,0.8,1,77340,-9.705,5,6.47,Consumer,Standard Class,Texas,Binders
Office Supplies,Huntsville,United States,0.8,1,77340,-22.6842,14,13.748,Consumer,Standard Class,Texas,Binders
Office Supplies,Huntsville,United States,0.8,1,77340,-38.8212,2,15.224,Consumer,Standard Class,Texas,Appliances
Office Supplies,Springfield,United States,0.7,1,97477,-10.4874,7,14.301,Corporate,Standard Class,Oregon,Binders
Office Supplies,Springfield,United States,0.2,1,97477,-161.694,10,718.64,Corporate,Standard Class,Oregon,Storage
Furniture,Houston,United States,0.32,1,77041,-17.0274,1,89.0664,Home Office,First Class,Texas,Bookcases
Technology,Houston,United States,0.2,1,77041,-87.6672,4,438.336,Home Office,First Class,Texas,Phones
Furniture,Philadelphia,United States,0.3,1,19140,-58.5048,4,215.544,Consumer,Standard Class,Pennsylvania,Chairs
Furniture,Chicago,United States,0.3,1,60623,-25.4772,2,127.386,Consumer,Standard Class,Illinois,Chairs
Furniture,San Angelo,United States,0.3,1,76903,-17.745,5,248.43,Consumer,Second Class,Texas,Chairs
Office Supplies,San Angelo,United States,0.8,1,76903,-30.8672,4,11.648,Consumer,Second Class,Texas,Appliances
Furniture,San Angelo,United States,0.3,1,76903,-1.2178,2,85.246,Consumer,Second Class,Texas,Chairs
Furniture,Chicago,United States,0.3,1,60653,-75.192,4,526.344,Consumer,Standard Class,Illinois,Chairs
Furniture,San Francisco,United States,0.2,1,94110,0,3,451.152,Consumer,Standard Class,California,Chairs
Furniture,Modesto,United States,0.2,1,95351,-28.2744,2,161.568,Consumer,Standard Class,California,Chairs
Office Supplies,Houston,United States,0.8,1,77070,-4.9878,3,2.934,Consumer,Standard Class,Texas,Binders
Office Supplies,Houston,United States,0.2,1,77070,-125.766,3,670.752,Consumer,Standard Class,Texas,Storage
Furniture,Chicago,United States,0.6,1,60610,-43.848,5,64.96,Consumer,Standard Class,Illinois,Furnishings
Furniture,Dallas,United States,0.6,1,75081,-70.9605,3,72.78,Corporate,Standard Class,Texas,Furnishings
Furniture,Lakeland,United States,0.45,1,33801,-255.5875,7,562.2925,Corporate,Standard Class,Florida,Tables
Technology,San Diego,United States,0.2,1,92037,-31.9936,4,159.968,Consumer,Standard Class,California,Phones
Furniture,Baltimore,United States,0.3,1,21215,-23.9372,2,239.372,Consumer,Standard Class,Maryland,Tables
Furniture,San Diego,United States,0.15,1,92105,-30.147,3,512.499,Consumer,Standard Class,California,Bookcases
Furniture,San Francisco,United States,0.2,1,94122,-32.3673,7,863.128,Corporate,Standard Class,California,Tables
Furniture,Seattle,United States,0.2,1,98105,-73.0548,2,449.568,Home Office,Standard Class,Washington,Chairs
Furniture,Springfield,United States,0.5,1,97477,-188.7,4,277.5,Consumer,Standard Class,Oregon,Tables
Furniture,Philadelphia,United States,0.4,1,19120,-480.2032,8,1252.704,Consumer,Standard Class,Pennsylvania,Tables
Technology,Philadelphia,United States,0.4,1,19120,-24.0435,5,110.97,Consumer,Standard Class,Pennsylvania,Phones
Furniture,Chicago,United States,0.6,1,60653,-10.1736,3,22.608,Corporate,Standard Class,Illinois,Furnishings
Furniture,Chicago,United States,0.6,1,60653,-0.9933,1,1.892,Corporate,Standard Class,Illinois,Furnishings
Furniture,Chicago,United States,0.3,1,60623,-12.148,4,170.072,Consumer,Second Class,Illinois,Chairs
Office Supplies,Durham,United States,0.7,1,27707,-4.2336,7,6.048,Consumer,First Class,North Carolina,Binders
Technology,Knoxville,United States,0.2,1,37918,-1.1196,4,89.568,Consumer,Standard Class,Tennessee,Accessories
Office Supplies,Chicago,United States,0.8,1,60610,-18.2525,5,10.43,Consumer,Standard Class,Illinois,Binders
Office Supplies,Chicago,United States,0.2,1,60610,-18.196,1,72.784,Consumer,Standard Class,Illinois,Storage
Furniture,Daytona Beach,United States,0.45,1,32114,-76.6062,1,191.5155,Consumer,Standard Class,Florida,Tables
Office Supplies,Nashville,United States,0.7,1,37211,-913.176,6,1369.764,Consumer,Standard Class,Tennessee,Binders
Office Supplies,Nashville,United States,0.2,1,37211,-58.8736,4,294.368,Consumer,Standard Class,Tennessee,Storage
Furniture,Dallas,United States,0.6,1,75220,-17.784,5,44.46,Consumer,Standard Class,Texas,Furnishings
Office Supplies,Murfreesboro,United States,0.7,1,37130,-4.6464,4,6.336,Corporate,Standard Class,Tennessee,Binders
Office Supplies,Murfreesboro,United States,0.7,1,37130,-1.8106,1,2.469,Corporate,Standard Class,Tennessee,Binders
Office Supplies,Murfreesboro,United States,0.7,1,37130,-2.2848,2,3.264,Corporate,Standard Class,Tennessee,Binders
Furniture,Dallas,United States,0.6,1,75217,-19.0656,3,31.776,Consumer,Standard Class,Texas,Furnishings
Office Supplies,Dallas,United States,0.8,1,75217,-3.0396,3,1.788,Consumer,Standard Class,Texas,Binders
Office Supplies,Dallas,United States,0.2,1,75217,-3.768,4,15.072,Consumer,Standard Class,Texas,Fasteners
Office Supplies,Arlington,United States,0.2,1,76017,-2.5248,2,12.624,Consumer,Standard Class,Texas,Storage
Furniture,Jacksonville,United States,0.45,1,32216,-458.1468,4,933.262,Consumer,Standard Class,Florida,Tables
Furniture,Jacksonville,United States,0.2,1,32216,0,5,2803.92,Consumer,Standard Class,Florida,Chairs
Office Supplies,Jacksonville,United States,0.2,1,32216,-0.7748,2,4.768,Consumer,Same Day,Florida,Storage
Office Supplies,Aurora,United States,0.8,1,60505,-191.619,5,70.97,Home Office,Same Day,Illinois,Appliances
Technology,Philadelphia,United States,0.4,1,19134,-123.998,2,743.988,Home Office,Second Class,Pennsylvania,Phones
Office Supplies,Chicago,United States,0.8,1,60653,-16.818,2,11.212,Consumer,Second Class,Illinois,Binders
Furniture,Chicago,United States,0.6,1,60653,-1.8848,2,4.712,Consumer,Second Class,Illinois,Furnishings
Office Supplies,Chicago,United States,0.8,1,60653,-470.548,5,180.98,Consumer,Second Class,Illinois,Appliances
Office Supplies,Jacksonville,United States,0.7,1,28540,-10.0372,4,13.092,Consumer,Standard Class,North Carolina,Binders
Furniture,Aurora,United States,0.5,1,60505,-47.175,1,69.375,Consumer,Standard Class,Illinois,Tables
Office Supplies,Tampa,United States,0.7,1,33614,-2.7588,3,3.762,Home Office,Standard Class,Florida,Binders
Office Supplies,Tampa,United States,0.7,1,33614,-26.726,2,34.86,Home Office,Standard Class,Florida,Binders
Furniture,Saint Charles,United States,0.6,1,60174,-33.6414,3,51.756,Home Office,Second Class,Illinois,Furnishings
Office Supplies,Miami,United States,0.2,1,33180,-1.041,2,5.552,Home Office,Standard Class,Florida,Supplies
Office Supplies,Troy,United States,0.7,1,45373,-7.5768,3,10.332,Consumer,Standard Class,Ohio,Binders
Furniture,Houston,United States,0.3,1,77036,-43.0296,3,376.509,Consumer,Standard Class,Texas,Tables
Furniture,League City,United States,0.3,1,77573,-14.6388,3,512.358,Home Office,Standard Class,Texas,Chairs
Office Supplies,Houston,United States,0.8,1,77095,-24.9984,2,15.624,Consumer,Standard Class,Texas,Binders
Office Supplies,Aurora,United States,0.8,1,60505,-4.5824,4,2.864,Corporate,Second Class,Illinois,Binders
Office Supplies,Aurora,United States,0.8,1,60505,-164.836,7,94.192,Corporate,Second Class,Illinois,Binders
Furniture,Hesperia,United States,0.2,1,92345,-38.2116,6,436.704,Corporate,Standard Class,California,Chairs
Furniture,Knoxville,United States,0.2,1,37918,-10.9188,3,218.376,Consumer,Standard Class,Tennessee,Chairs
Office Supplies,Philadelphia,United States,0.7,1,19134,-17.592,4,26.388,Corporate,Standard Class,Pennsylvania,Binders
Furniture,Philadelphia,United States,0.4,1,19134,-112.041,5,373.47,Corporate,Standard Class,Pennsylvania,Tables
Office Supplies,Philadelphia,United States,0.7,1,19134,-44.94,5,64.2,Corporate,Standard Class,Pennsylvania,Binders
Office Supplies,El Paso,United States,0.8,1,79907,-13.58,2,5.432,Consumer,Second Class,Texas,Appliances
Furniture,El Paso,United States,0.3,1,79907,-169.637,5,913.43,Consumer,Second Class,Texas,Tables
Office Supplies,Fort Worth,United States,0.8,1,76106,-8.4728,1,4.984,Consumer,First Class,Texas,Binders
Office Supplies,Houston,United States,0.2,1,77095,-14.5764,1,64.784,Corporate,Standard Class,Texas,Storage
Technology,San Francisco,United States,0.2,1,94109,-20.1362,2,84.784,Consumer,Second Class,California,Phones
Furniture,Houston,United States,0.3,1,77036,0,4,241.5,Corporate,Standard Class,Texas,Chairs
Furniture,Franklin,United States,0.3,1,02038,-47.0583,3,366.009,Consumer,Second Class,Massachusetts,Tables
Office Supplies,Houston,United States,0.8,1,77095,-11.52,5,7.68,Home Office,First Class,Texas,Binders
Furniture,Springfield,United States,0.3,1,45503,-35.5136,2,155.372,Home Office,Second Class,Ohio,Chairs
Furniture,Burlington,United States,0.4,1,27217,-199.5076,4,630.024,Corporate,Same Day,North Carolina,Tables
Furniture,Dallas,United States,0.3,1,75217,-173.3472,4,933.408,Consumer,Standard Class,Texas,Tables
Technology,Arlington,United States,0.2,1,76017,-6.21,3,165.6,Corporate,Standard Class,Texas,Accessories
Office Supplies,Cincinnati,United States,0.7,1,45231,-12.288,8,18.432,Corporate,First Class,Ohio,Binders
Technology,Tempe,United States,0.2,1,85281,-10.9116,6,62.352,Corporate,Standard Class,Arizona,Accessories
Furniture,Reading,United States,0.2,1,19601,-30.392,5,303.92,Consumer,Second Class,Pennsylvania,Furnishings
Office Supplies,Corpus Christi,United States,0.2,1,78415,-1.3608,4,6.048,Corporate,Second Class,Texas,Fasteners
Furniture,Corpus Christi,United States,0.6,1,78415,-6.723,5,9.96,Corporate,Second Class,Texas,Furnishings
Office Supplies,Corpus Christi,United States,0.8,1,78415,-13.6832,2,8.552,Corporate,Second Class,Texas,Binders
Technology,Philadelphia,United States,0.4,1,19120,-71.99,2,431.94,Home Office,Standard Class,Pennsylvania,Phones
Office Supplies,Philadelphia,United States,0.7,1,19120,-1.4982,1,2.043,Home Office,Standard Class,Pennsylvania,Binders
Technology,Philadelphia,United States,0.4,1,19120,-12.5103,3,68.238,Home Office,Standard Class,Pennsylvania,Phones
Furniture,Cranston,United States,0.3,1,02920,-13.7568,4,240.744,Corporate,First Class,Rhode Island,Tables
Furniture,Cranston,United States,0.3,1,02920,-127.5792,3,637.896,Corporate,First Class,Rhode Island,Tables
Furniture,Houston,United States,0.3,1,77070,-93.4724,4,344.372,Corporate,Standard Class,Texas,Chairs
Furniture,Houston,United States,0.6,1,77070,-67.137,5,127.88,Corporate,Standard Class,Texas,Furnishings
Furniture,Chicago,United States,0.3,1,60653,-29.0073,3,106.869,Corporate,Second Class,Illinois,Chairs
Office Supplies,Chicago,United States,0.8,1,60653,-6.237,3,3.564,Corporate,Second Class,Illinois,Binders
Office Supplies,Houston,United States,0.8,1,77070,-39.804,3,25.68,Consumer,Standard Class,Texas,Binders
Office Supplies,Houston,United States,0.8,1,77070,-19.8144,3,12.384,Consumer,Standard Class,Texas,Binders
Technology,Louisville,United States,0.2,1,80027,-2.918,4,46.688,Consumer,Standard Class,Colorado,Accessories
Furniture,Clarksville,United States,0.2,1,37042,-14.5176,4,387.136,Home Office,Standard Class,Tennessee,Bookcases
Furniture,Clarksville,United States,0.2,1,37042,-11.6928,3,77.952,Home Office,Standard Class,Tennessee,Furnishings
Office Supplies,York,United States,0.7,1,17403,-29.0536,4,37.896,Corporate,Standard Class,Pennsylvania,Binders
Office Supplies,Lubbock,United States,0.8,1,79424,-10.336,1,6.08,Consumer,Standard Class,Texas,Binders
Technology,Longmont,United States,0.2,1,80501,-6.21,3,165.6,Corporate,Standard Class,Colorado,Accessories
Furniture,Los Angeles,United States,0.2,1,90045,-20.7846,3,184.752,Corporate,Second Class,California,Chairs
Furniture,Amarillo,United States,0.3,1,79109,-110.0232,4,366.744,Consumer,Standard Class,Texas,Chairs
Office Supplies,Dallas,United States,0.8,1,75217,-14.1696,9,8.856,Home Office,Standard Class,Texas,Binders
Furniture,Houston,United States,0.6,1,77041,-77.4732,2,73.784,Corporate,Standard Class,Texas,Furnishings
Furniture,Frisco,United States,0.6,1,75034,-17.4432,6,30.336,Consumer,Second Class,Texas,Furnishings
Technology,Columbus,United States,0.4,1,43229,-7.396,2,44.376,Consumer,Same Day,Ohio,Phones
Office Supplies,Columbus,United States,0.7,1,43229,-3.462,3,5.193,Consumer,Same Day,Ohio,Binders
Furniture,Los Angeles,United States,0.2,1,90008,-36.2136,2,241.424,Home Office,Standard Class,California,Chairs
Office Supplies,Philadelphia,United States,0.7,1,19143,-12.208,4,18.312,Home Office,Standard Class,Pennsylvania,Binders
Furniture,Philadelphia,United States,0.3,1,19140,0,7,422.625,Corporate,First Class,Pennsylvania,Chairs
Office Supplies,Plantation,United States,0.2,1,33317,-33.8418,9,150.408,Consumer,Same Day,Florida,Storage
Furniture,Houston,United States,0.6,1,77041,-0.7566,2,2.328,Corporate,Second Class,Texas,Furnishings
Office Supplies,Sanford,United States,0.7,1,32771,-3.5508,3,4.842,Home Office,Standard Class,Florida,Binders
Furniture,Sanford,United States,0.2,1,32771,-8.2764,6,220.704,Home Office,Standard Class,Florida,Furnishings
Technology,Houston,United States,0.4,1,77041,-199.77,5,998.85,Consumer,Standard Class,Texas,Machines
Furniture,San Marcos,United States,0.6,1,78666,-5.9409,3,10.332,Corporate,Second Class,Texas,Furnishings
Technology,San Marcos,United States,0.2,1,78666,-3.6372,2,20.784,Corporate,Second Class,Texas,Accessories
Office Supplies,San Marcos,United States,0.2,1,78666,-13.392,5,66.96,Corporate,Second Class,Texas,Storage
Office Supplies,Philadelphia,United States,0.7,1,19134,-8.1312,7,11.088,Consumer,Standard Class,Pennsylvania,Binders
Office Supplies,Philadelphia,United States,0.2,1,19140,-10.3936,2,51.968,Corporate,Standard Class,Pennsylvania,Storage
Technology,San Antonio,United States,0.2,1,78207,-5.264,2,30.08,Corporate,Standard Class,Texas,Accessories
Technology,San Antonio,United States,0.2,1,78207,-6.21,3,165.6,Corporate,Standard Class,Texas,Accessories
Furniture,New York City,United States,0.2,1,10035,-44.196,2,353.568,Consumer,Standard Class,New York,Bookcases
Furniture,Los Angeles,United States,0.2,1,90004,-14.9877,7,399.672,Corporate,Standard Class,California,Tables
Furniture,Dallas,United States,0.6,1,75217,-19.864,5,30.56,Consumer,Second Class,Texas,Furnishings
Office Supplies,Miami,United States,0.7,1,33178,-100.92,6,121.104,Consumer,Standard Class,Florida,Binders
Technology,Miami,United States,0.2,1,33178,-1.3995,5,111.96,Consumer,Standard Class,Florida,Accessories
Furniture,New York City,United States,0.4,1,10011,-120.294,2,481.176,Corporate,Standard Class,New York,Tables
Furniture,Bethlehem,United States,0.5,1,18018,-78.078,5,177.45,Consumer,First Class,Pennsylvania,Bookcases
Office Supplies,Bethlehem,United States,0.7,1,18018,-913.176,6,1369.764,Consumer,First Class,Pennsylvania,Binders
Furniture,Philadelphia,United States,0.5,1,19140,-89.0664,2,130.98,Consumer,Standard Class,Pennsylvania,Bookcases
Office Supplies,Dallas,United States,0.8,1,75217,-1141.47,5,760.98,Corporate,Standard Class,Texas,Binders
Office Supplies,Peoria,United States,0.7,1,85345,-45.24,6,67.86,Consumer,Same Day,Arizona,Binders
Office Supplies,Jacksonville,United States,0.7,1,28540,-29.2446,7,39.879,Corporate,Standard Class,North Carolina,Binders
Office Supplies,Charlotte,United States,0.7,1,28205,-20.0904,3,27.396,Consumer,Standard Class,North Carolina,Binders
Office Supplies,Chicago,United States,0.8,1,60623,-1.3376,1,0.836,Corporate,Standard Class,Illinois,Binders
Furniture,Fort Lauderdale,United States,0.2,1,33311,-81.441,5,723.92,Consumer,Standard Class,Florida,Bookcases
Furniture,Houston,United States,0.6,1,77041,-15.9268,4,21.968,Consumer,Standard Class,Texas,Furnishings
Furniture,Cleveland,United States,0.2,1,44105,-18.2352,3,182.352,Consumer,Second Class,Ohio,Furnishings
Office Supplies,Cleveland,United States,0.2,1,44105,-25.109,2,118.16,Consumer,Second Class,Ohio,Storage
Furniture,Decatur,United States,0.3,1,62521,-8.5794,3,600.558,Consumer,Standard Class,Illinois,Chairs
Office Supplies,Decatur,United States,0.2,1,62521,-8.1822,3,50.352,Consumer,Standard Class,Illinois,Storage
Furniture,Decatur,United States,0.6,1,62521,-3.6537,1,7.692,Consumer,Standard Class,Illinois,Furnishings
Furniture,Mansfield,United States,0.3,1,76063,-81.3065,5,517.405,Consumer,First Class,Texas,Tables
Office Supplies,Houston,United States,0.8,1,77070,-13.3424,8,8.608,Home Office,Second Class,Texas,Binders
Technology,Akron,United States,0.4,1,44312,-56.3108,2,259.896,Corporate,Standard Class,Ohio,Phones
Technology,Akron,United States,0.4,1,44312,-49.4376,2,247.188,Corporate,Standard Class,Ohio,Phones
Furniture,Nashville,United States,0.4,1,37211,-28.224,2,120.96,Corporate,Standard Class,Tennessee,Tables
Office Supplies,Reno,United States,0,1,89502,0,1,4.71,Home Office,Standard Class,Nevada,Fasteners
Technology,Los Angeles,United States,0.2,1,90008,-17.9928,4,79.968,Corporate,First Class,California,Phones
Furniture,San Diego,United States,0.2,1,92037,-23.4882,3,626.352,Consumer,Standard Class,California,Tables
Furniture,San Francisco,United States,0.15,1,94110,-29.6058,3,359.499,Consumer,Standard Class,California,Bookcases
Office Supplies,Elyria,United States,0.7,1,44035,-1.3984,1,1.824,Corporate,Second Class,Ohio,Binders
Office Supplies,Houston,United States,0.8,1,77070,-160.96,4,64.384,Home Office,Second Class,Texas,Appliances
Furniture,Houston,United States,0.6,1,77070,-4.5396,2,6.984,Home Office,Second Class,Texas,Furnishings
Furniture,Houston,United States,0.3,1,77070,-119.2312,2,379.372,Home Office,Second Class,Texas,Chairs
Office Supplies,Houston,United States,0.8,1,77070,-2.667,2,1.524,Home Office,Second Class,Texas,Binders
Technology,Murfreesboro,United States,0.2,1,37130,-12.7302,7,72.744,Corporate,Standard Class,Tennessee,Accessories
Office Supplies,Chattanooga,United States,0.7,1,37421,-5.94,5,8.1,Corporate,Standard Class,Tennessee,Binders
Technology,Philadelphia,United States,0.4,1,19140,-20.997,2,83.988,Consumer,First Class,Pennsylvania,Phones
Technology,Hillsboro,United States,0.2,1,97123,-4.641,3,53.04,Consumer,First Class,Oregon,Accessories
Office Supplies,Toledo,United States,0.7,1,43615,-3.564,3,4.86,Consumer,First Class,Ohio,Binders
Office Supplies,Toledo,United States,0.7,1,43615,-5.215,2,6.258,Consumer,First Class,Ohio,Binders
Office Supplies,Fort Worth,United States,0.8,1,76106,-2.544,2,1.696,Corporate,Standard Class,Texas,Binders
Office Supplies,Fort Worth,United States,0.8,1,76106,-67.617,3,24.588,Corporate,Standard Class,Texas,Appliances
Office Supplies,Fort Worth,United States,0.8,1,76106,-13.167,5,7.98,Corporate,Standard Class,Texas,Binders
Furniture,Huntsville,United States,0.3,1,77340,0,5,528.43,Corporate,First Class,Texas,Chairs
Furniture,Houston,United States,0.32,1,77070,-36.1176,6,1227.9984,Corporate,First Class,Texas,Bookcases
Furniture,Monroe,United States,0.2,1,28110,-3.8864,2,77.728,Consumer,Standard Class,North Carolina,Bookcases
Office Supplies,Philadelphia,United States,0.7,1,19134,-27.735,3,33.282,Consumer,Standard Class,Pennsylvania,Binders
Office Supplies,Orlando,United States,0.7,1,32839,-2.9964,2,4.086,Consumer,Standard Class,Florida,Binders
Office Supplies,Columbus,United States,0.7,1,43229,-6.03,3,7.236,Consumer,Standard Class,Ohio,Binders
Office Supplies,Raleigh,United States,0.7,1,27604,-2.3136,2,2.892,Corporate,First Class,North Carolina,Binders
Technology,Philadelphia,United States,0.2,1,19143,-7.7247,3,617.976,Consumer,First Class,Pennsylvania,Accessories
Technology,Sacramento,United States,0.2,1,95823,-7.996,2,31.984,Corporate,Standard Class,California,Phones
Furniture,Chicago,United States,0.3,1,60653,-70.49,5,493.43,Consumer,First Class,Illinois,Bookcases
Technology,Columbus,United States,0.7,1,43229,-71.3958,2,101.994,Consumer,Same Day,Ohio,Machines
Office Supplies,Columbus,United States,0.7,1,43229,-13.3936,2,18.264,Consumer,Same Day,Ohio,Binders
Office Supplies,Houston,United States,0.8,1,77095,-32.985,5,21.99,Consumer,Second Class,Texas,Binders
Office Supplies,Irving,United States,0.2,1,75061,-34.758,2,185.376,Consumer,Standard Class,Texas,Supplies
Office Supplies,Irving,United States,0.8,1,75061,-153.2024,1,58.924,Consumer,Standard Class,Texas,Appliances
Technology,Aurora,United States,0.2,1,60505,-0.6265,7,50.12,Home Office,Second Class,Illinois,Accessories
Office Supplies,Columbus,United States,0.7,1,43229,-4.5696,4,6.528,Corporate,Standard Class,Ohio,Binders
Office Supplies,Columbus,United States,0.7,1,43229,-2.2896,3,2.862,Corporate,Standard Class,Ohio,Binders
Office Supplies,Columbus,United States,0.7,1,43229,-16.6848,8,20.856,Corporate,Standard Class,Ohio,Binders
Office Supplies,Los Angeles,United States,0,1,90036,0,2,276.28,Corporate,Second Class,California,Storage
Furniture,Decatur,United States,0.6,1,62521,-12.8256,3,32.064,Consumer,Standard Class,Illinois,Furnishings
Furniture,Decatur,United States,0.3,1,62521,-38.2158,3,191.079,Consumer,Standard Class,Illinois,Chairs
Technology,Chattanooga,United States,0.2,1,37421,-32.3838,9,143.928,Consumer,Standard Class,Tennessee,Phones
Office Supplies,Chattanooga,United States,0.7,1,37421,-2.97,2,3.564,Consumer,Standard Class,Tennessee,Binders
Office Supplies,Austin,United States,0.8,1,78745,-20.4352,4,13.184,Corporate,Standard Class,Texas,Binders
Office Supplies,Austin,United States,0.8,1,78745,-131.7168,4,48.784,Corporate,Standard Class,Texas,Appliances
Office Supplies,Austin,United States,0.8,1,78745,-27.792,6,18.528,Corporate,Standard Class,Texas,Binders
Office Supplies,Hickory,United States,0.7,1,28601,-3.81,4,4.572,Consumer,Standard Class,North Carolina,Binders
Office Supplies,Rockford,United States,0.8,1,61107,-2.6784,3,1.728,Consumer,Standard Class,Illinois,Binders
Furniture,Rockford,United States,0.5,1,61107,-538.446,3,626.1,Consumer,Standard Class,Illinois,Tables
Furniture,Huntsville,United States,0.3,1,77340,-113.282,4,609.98,Consumer,Standard Class,Texas,Tables
Furniture,Huntsville,United States,0.3,1,77340,-45.294,2,211.372,Consumer,Standard Class,Texas,Tables
Office Supplies,North Miami,United States,0.2,1,33161,-1.8126,3,7.632,Consumer,Second Class,Florida,Supplies
Office Supplies,Portland,United States,0.7,1,97206,-3.465,7,4.158,Consumer,First Class,Oregon,Binders
Technology,Portland,United States,0.7,1,97206,-251.9874,3,179.991,Consumer,First Class,Oregon,Machines
Furniture,Aurora,United States,0.3,1,60505,-47.8716,3,239.358,Consumer,Standard Class,Illinois,Chairs
Furniture,Jackson,United States,0.4,1,38301,-249.3216,6,934.956,Consumer,Standard Class,Tennessee,Tables
Furniture,Jacksonville,United States,0.2,1,32216,-7.7728,4,155.456,Consumer,Second Class,Florida,Bookcases
Technology,Hialeah,United States,0.5,1,33012,-7.2,2,120,Consumer,First Class,Florida,Machines
Office Supplies,Houston,United States,0.8,1,77070,-179.776,5,67.84,Consumer,Standard Class,Texas,Appliances
Furniture,Houston,United States,0.3,1,77070,-24.398,5,853.93,Consumer,Standard Class,Texas,Chairs
Office Supplies,Houston,United States,0.8,1,77070,-1.9344,2,1.248,Consumer,Standard Class,Texas,Binders
Furniture,Philadelphia,United States,0.3,1,19120,-13.433,7,470.155,Home Office,Standard Class,Pennsylvania,Chairs
Office Supplies,Memphis,United States,0.2,1,38109,-8.8038,1,39.128,Consumer,First Class,Tennessee,Storage
Technology,Lakewood,United States,0.4,1,44107,-25.198,2,151.188,Corporate,Standard Class,Ohio,Phones
Technology,Philadelphia,United States,0.2,1,19120,-1.1874,1,47.496,Consumer,First Class,Pennsylvania,Accessories
Furniture,Dallas,United States,0.3,1,75220,-31.0335,1,127.785,Corporate,First Class,Texas,Tables
Office Supplies,Dallas,United States,0.8,1,75220,-9.156,2,6.104,Corporate,First Class,Texas,Binders
Office Supplies,Dallas,United States,0.8,1,75220,-2.838,1,1.72,Consumer,Second Class,Texas,Binders
Office Supplies,Romeoville,United States,0.8,1,60441,-14.7708,2,8.952,Consumer,Second Class,Illinois,Binders
Office Supplies,Chicago,United States,0.8,1,60623,-6.3018,3,2.334,Consumer,Standard Class,Illinois,Appliances
Office Supplies,Chicago,United States,0.8,1,60623,-2.7648,4,1.728,Consumer,Standard Class,Illinois,Binders
Furniture,Chicago,United States,0.6,1,60623,-194.824,5,159.04,Consumer,Standard Class,Illinois,Furnishings
Furniture,Chicago,United States,0.5,1,60623,-99.2664,2,145.98,Consumer,Standard Class,Illinois,Tables
Office Supplies,Jacksonville,United States,0.7,1,28540,-73.577,5,95.97,Consumer,Standard Class,North Carolina,Binders
Furniture,Columbia,United States,0.4,1,38401,-968.8833,7,1875.258,Corporate,Standard Class,Tennessee,Tables
Furniture,Philadelphia,United States,0.3,1,19140,-124.431,5,458.43,Home Office,Standard Class,Pennsylvania,Chairs
Office Supplies,Phoenix,United States,0.7,1,85023,-6.0324,3,8.226,Consumer,Same Day,Arizona,Binders
Office Supplies,Toledo,United States,0.7,1,43615,-116.844,13,166.92,Corporate,Standard Class,Ohio,Binders
Office Supplies,Quincy,United States,0.8,1,62301,-4.488,4,2.992,Consumer,Standard Class,Illinois,Binders
Technology,Houston,United States,0.2,1,77095,-12.4146,3,55.176,Consumer,Same Day,Texas,Phones
